39.29062757,1.914973287,19.51062189,1.842670482,5.263734562,1.937094282,-81.11261839,2.020981359,-0.001910158,0.422220486,-0.565429634,0.444882618,-0.620713572,-0.410997303
29.45113073,2.55709884,16.48275767,1.356399054,4.508698449,2.210606838,-69.41719768,2.065333897,0.703722031,-0.526013989,-0.012555699,-0.726909219,-0.343175474,-0.350287699
98.89942714,1.509416442,55.3144445,1.49878436,-1.713413979,1.393970143,-197.5972728,2.15308199,0.328084136,-0.326544322,0.297481411,0.382379001,-0.411349056,-0.522900996
75.15303223,1.578283271,41.93806193,1.54845966,-1.049384149,2.028504948,-143.8026005,1.942626945,0.479859449,-0.694208603,0.803816027,0.260711322,0.375950921,-0.591270513
40.85989338,1.918989207,19.28347208,1.617415015,8.671159341,1.92657437,-87.27747928,2.046871602,-0.103872072,-0.154470135,0.957468754,-0.288514363,-0.196957863,-0.165425085
8.564289687,1.116330355,3.773035126,2.256700977,3.886541505,2.172751022,-25.42682966,0.738367149,-0.051836021,0.153444549,-0.340318471,-0.296968697,0.868647717,-0.335158086
73.07864547,2.079001857,40.96901879,2.844847082,2.221926911,2.268694823,-148.4179049,2.973627165,-0.536033684,-0.162644227,-0.948266703,0.02173036,0.578198798,-0.016142927
61.58741529,2.646687832,32.64599886,1.765933587,3.801853202,2.801005796,-133.3370614,2.021361253,-0.199996014,-0.015448436,-0.193908829,-0.417390789,0.807656653,-0.599363007
7.986929341,1.418277706,-0.974237344,1.524199309,6.53984292,1.067072576,-21.61224537,2.09757755,-0.134306573,0.151591885,0.665411703,0.779504825,-0.121804282,-0.331353783
8.360658509,3.319795884,4.951142501,2.416070444,9.485070159,2.598445345,-27.80244948,1.25928032,-0.377920277,-0.339663233,-0.272788844,0.559435344,0.513633638,0.100552092
97.39621993,2.174377436,57.39327425,1.920156024,-2.002954145,1.838940558,-195.7029629,1.452106742,-0.713274347,-0.071075124,0.552219191,0.17843217,0.075581166,-0.308709165
49.25930226,2.027207326,27.29269877,1.564188382,1.957075882,2.908155347,-105.0875538,2.164078491,-0.613991641,0.734292117,-0.419680737,-0.803190737,-0.189867876,0.27612968
1.41532451,3.050663894,-0.101067047,2.045613089,6.730577022,2.012561841,-12.60788153,2.628988433,-0.209331644,-0.017164374,0.847471015,-0.801248132,-0.384124688,0.306530383
6.276838228,2.223098338,1.953553428,2.180099369,6.807903894,1.360811754,-18.94692395,1.823837321,0.041428296,0.283046393,-0.442716601,-0.182676802,-0.842552036,0.354465005
15.76833548,1.930804906,5.13353444,2.546418187,6.042790973,1.727447044,-35.27653757,1.78120917,-0.616811258,0.345157864,-0.703326552,0.241197479,-0.039676973,-0.435668823
