41.83873443,1.19195669,-51.15373082,1.227759633,-0.998140762
-4.350559339,1.175994973,10.88365394,0.949533712,0.123939253
17.78483599,1.392226187,-20.35165033,1.331821104,0.193573247
-7.596398102,1.685104871,4.212461314,1.971529967,0.89992258
53.59567489,1.590190082,-70.23406391,0.698418073,0.78797971
67.98315803,1.659186611,-81.95372555,1.786485515,0.877786791
16.93748057,1.034090531,-17.60863317,0.900741472,-0.962206191
48.46130895,0.288141846,-58.862148,1.812688388,0.532051154
10.04847559,1.292666199,-7.241365562,1.534258122,0.67826822
33.6859532,0.800513408,-41.14633687,0.967240608,-0.58997629
64.08257197,1.554939643,-78.2867709,1.383558176,0.996488228
38.80485493,1.241908981,-48.95801791,1.713369607,-0.344788407
15.59588638,1.611253516,-15.38283905,2.224308781,0.139933509
8.602285058,1.067430211,-7.492225322,1.426627688,-0.969916056
28.17578901,1.45045544,-29.23445621,0.876324118,0.046542001
