4.919676662,0.942058747,-0.747656342,2.734625694,5.395961266,2.344438798,3.484018444,2.021171382,-8.536586302,2.28201282,0.044702754,-0.064861161,0.234815541,0.466378748,0.920745224,0.891003491,-0.230074343,0.766294827,-0.250634641,0.007454718
-7.995042793,2.430955771,-18.84444662,2.721452185,10.0986994,3.052510164,7.964824842,2.120021555,-8.59652802,1.356251096,-0.415834838,-0.7936055,-0.640506118,0.602093558,-0.021803356,0.399453597,-0.692535151,0.231922701,-0.4722998,0.018686094
-34.7099941,2.568558199,-63.7646241,2.528993935,27.72165367,1.646633249,26.24504358,2.389102989,-3.571344924,2.338731045,-0.080243188,-0.842819318,-0.715726253,0.624520817,0.425848222,0.319208361,-0.424154952,0.937006631,-0.680915692,-0.527539997
8.315230267,2.351282447,9.213271989,2.179444248,-0.319181624,3.002394738,-4.767559425,3.313189334,-13.08977449,3.012640688,-0.357641776,-0.69863737,0.620745281,0.285249994,0.053613443,-0.164441703,-0.158850887,-0.07602437,-0.361075017,-0.484034157
41.98018798,2.805604902,59.28424934,1.880021066,-21.66533114,3.131577008,-23.23237094,2.302607278,-13.38909227,2.688770947,0.058998159,0.905511598,0.46366151,0.759959761,-0.084391115,-0.080819152,0.107295523,0.767979478,0.802754018,0.439534281
-37.48026056,1.844672289,-71.5598639,2.173337861,32.13517144,2.224864037,25.87998831,2.068822011,-2.353014335,2.717531347,-0.117841537,0.299654482,-0.453843103,-0.192365064,-0.723389941,0.411629641,-0.68646286,-0.073284583,0.548209055,-0.038628282
41.41709668,2.008232836,53.80129265,1.734030672,-19.90799281,1.781683272,-23.39838389,2.917604444,-17.47266444,1.720165392,0.103593097,-0.019268106,-0.400973708,-0.218685575,-0.131623176,-0.182547242,-0.019209592,0.916579287,-0.060946712,0.124409861
6.988131172,1.735940926,-2.679080201,2.273172525,3.077974291,1.709514012,2.524779772,2.261522938,-9.833179401,2.843381462,-0.234528229,0.103278367,0.365369157,-0.119262034,-0.057223483,-0.430212233,0.743452982,0.58099389,0.20426739,0.134418911
-7.848783145,3.009790172,-20.39110281,2.427474946,9.963754483,2.885239729,6.202794755,1.515345637,-8.552913849,2.781879078,-0.231534758,-0.755388046,0.525886644,0.404798337,0.306171015,-0.871058217,-0.836393931,-0.640434407,-0.538656637,0.880141014
-37.85733721,2.147310279,-64.61835614,1.704398649,28.25785093,1.906909669,28.83256901,2.04384601,-5.615386287,1.848697129,0.5780395,-0.812247342,-0.547658308,0.922835223,-0.115026711,-0.498875905,0.736969957,0.232765027,-0.664508018,-0.52856336
-24.07923693,2.434816257,-49.06827291,2.126835228,24.37685712,3.207305664,16.87415039,1.608006147,-5.580236533,2.238475721,-0.31344856,-0.565889064,-0.606921428,-0.237608779,-0.229281111,0.585856494,-0.328134581,0.082371918,0.067827471,0.4242621
-2.842062973,2.099561988,-20.02010732,2.695893973,11.41713516,2.250550881,3.37995019,2.186229723,-7.026212245,2.9936414,-0.331394682,0.751494313,-0.568059979,-0.530979566,-0.40742682,0.55331062,-0.2558077,-0.864563058,0.032862417,-0.069113565
0.795623324,2.497155181,-6.995601714,1.511195228,1.999865718,1.494118268,-0.880060378,1.058509313,-9.062253918,2.885035689,0.008806917,-0.095243365,-0.311394622,0.368000922,0.719774898,0.532580336,-0.654701902,-0.052450328,-0.632717168,-0.424508775
-13.63627152,2.711299211,-36.11334618,3.430760442,15.98370544,2.488418487,15.79987527,3.043812338,-7.975583735,3.083418893,-0.584439205,0.678686171,-0.009927643,-0.230798336,-0.168969845,-0.273446285,0.797706753,0.320030474,0.398406775,0.051337973
26.62243672,2.209531299,33.324431,2.691055729,-14.65311033,2.162836157,-13.14833805,2.170447815,-13.25362671,2.693603899,0.704973424,0.135928235,-0.71098764,0.477593415,0.019686811,-0.525200384,0.694956448,-0.468547117,0.172238741,-0.047282905
